,id,sha,source,title,doi,pmcid,pubmed_id,license,summary,published,author,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,medrxiv,arxiv,biorxiv,paper_type
104771,lp78l776,64b7bb7ef9e65d6f05d59457341b602677bba33e,arxiv,Learning a functional control for high-frequency finance,,,,arxiv,"We use a deep neural network to generate controllers for optimal trading on high frequency data. For the first time, a neural network learns the mapping between the preferences of the trader, i.e. risk aversion parameters, and the optimal controls. An important challenge in learning this mapping is that in intraday trading, trader's actions influence price dynamics in closed loop via the market impact. The exploration--exploitation tradeoff generated by the efficient execution is addressed by tuning the trader's preferences to ensure long enough trajectories are produced during the learning phase. The issue of scarcity of financial data is solved by transfer learning: the neural network is first trained on trajectories generated thanks to a Monte-Carlo scheme, leading to a good initialization before training on historical trajectories. Moreover, to answer to genuine requests of financial regulators on the explainability of machine learning generated controls, we project the obtained""blackbox controls""on the space usually spanned by the closed-form solution of the stylized optimal trading problem, leading to a transparent structure. For more realistic loss functions that have no closed-form solution, we show that the average distance between the generated controls and their explainable version remains small. This opens the door to the acceptance of ML-generated controls by financial regulators.",2020-06-17,"Leal, Laura; Lauriere, Mathieu; Lehalle, Charles-Albert",,,,2006.09611,document_parses/pdf_json/64b7bb7ef9e65d6f05d59457341b602677bba33e.json,,https://arxiv.org/pdf/2006.09611v1.pdf,219721122.0,False,True,False,AI
105005,5x6qs2i4,ca9645dde39fd34bf2057343fefcc99000a2b82e,arxiv,The State of AI Ethics Report (June 2020),,,,arxiv,"These past few months have been especially challenging, and the deployment of technology in ways hitherto untested at an unrivalled pace has left the internet and technology watchers aghast. Artificial intelligence has become the byword for technological progress and is being used in everything from helping us combat the COVID-19 pandemic to nudging our attention in different directions as we all spend increasingly larger amounts of time online. It has never been more important that we keep a sharp eye out on the development of this field and how it is shaping our society and interactions with each other. With this inaugural edition of the State of AI Ethics we hope to bring forward the most important developments that caught our attention at the Montreal AI Ethics Institute this past quarter. Our goal is to help you navigate this ever-evolving field swiftly and allow you and your organization to make informed decisions. This pulse-check for the state of discourse, research, and development is geared towards researchers and practitioners alike who are making decisions on behalf of their organizations in considering the societal impacts of AI-enabled solutions. We cover a wide set of areas in this report spanning Agency and Responsibility, Security and Risk, Disinformation, Jobs and Labor, the Future of AI Ethics, and more. Our staff has worked tirelessly over the past quarter surfacing signal from the noise so that you are equipped with the right tools and knowledge to confidently tread this complex yet consequential domain.",2020-06-25,"Gupta, Abhishek; Lanteigne, Camylle; Heath, Victoria; Ganapini, Marianna Bergamaschi; Galinkin, Erick; Cohen, Allison; Gasperis, Tania De; Akif, Mo; Institute, Renjie Butalid Montreal AI Ethics; Microsoft,; University, McGill; Commons, Creative; College, Union; Rapid7,; Global, AI; University, OCAD",,,,2006.14662,document_parses/pdf_json/ca9645dde39fd34bf2057343fefcc99000a2b82e.json,,https://arxiv.org/pdf/2006.14662v1.pdf,220128052.0,False,True,False,AI
105136,lnk6509e,6090aeb2603cc3c552d70506acb942cc39d1002a,arxiv,Impact studies of nationwide measures COVID-19 anti-pandemic: compartmental model and machine learning,,,,arxiv,"In this paper, we deal with the study of the impact of worldwide nation measures for COVID-19 anti-pandemic. We drive two processes to analyze COVID-19 data considering measures, and then forecasting is done for Senegal. We show a comparison between deterministic and two machine learning technics for forecasting.",2020-05-17,"Balde, Mouhamadou A.M.T.; Balde, Coura; Ndiaye, Babacar M.",,,,2005.08395,document_parses/pdf_json/6090aeb2603cc3c552d70506acb942cc39d1002a.json,,https://arxiv.org/pdf/2005.08395v1.pdf,218674562.0,False,True,False,AI
105146,mt5kuyli,b51d02c955f06aa221cba8e075f8ccd30c44aa80,arxiv,Support Estimation with Sampling Artifacts and Errors,,,,arxiv,"The problem of estimating the support of a distribution is of great importance in many areas of machine learning, computer science, physics and biology. Most of the existing work in this domain has focused on settings that assume perfectly accurate sampling approaches, which is seldom true in practical data science. Here we introduce the first known approach to support estimation in the presence of sampling artifacts and errors where each sample is assumed to arise from a Poisson repeat channel which simultaneously captures repetitions and deletions of samples. The proposed estimator is based on regularized weighted Chebyshev approximations, with weights governed by evaluations of so-called Touchard (Bell) polynomials. The supports in the presence of sampling artifacts are calculated using discretized semi-infite programming methods. The estimation approach is tested on synthetic and textual data, as well as on GISAID data collected to address a new problem in computational biology: mutational support estimation in genes of the SARS-Cov-2 virus. In the later setting, the Poisson channel captures the fact that many individuals are tested multiple times for the presence of viral RNA, thereby leading to repeated samples, while other individual's results are not recorded due to test errors. For all experiments performed, we observed significant improvements of our integrated methods compared to those obtained through adequate modifications of state-of-the-art noiseless support estimation methods.",2020-06-14,"Chien, Eli; Milenkovic, Olgica; Nedich, Angelia",,,,2006.07999,document_parses/pdf_json/b51d02c955f06aa221cba8e075f8ccd30c44aa80.json,,https://arxiv.org/pdf/2006.07999v1.pdf,219686885.0,False,True,False,AI
105326,fitte5bf,003d2e515e1aaf06f0052769953e861ed8e56608,arxiv,Weakly Supervised Deep Learning for COVID-19 Infection Detection and Classification from CT Images,,,,arxiv,"An outbreak of a novel coronavirus disease (i.e., COVID-19) has been recorded in Wuhan, China since late December 2019, which subsequently became pandemic around the world. Although COVID-19 is an acutely treated disease, it can also be fatal with a risk of fatality of 4.03% in China and the highest of 13.04% in Algeria and 12.67% Italy (as of 8th April 2020). The onset of serious illness may result in death as a consequence of substantial alveolar damage and progressive respiratory failure. Although laboratory testing, e.g., using reverse transcription polymerase chain reaction (RT-PCR), is the golden standard for clinical diagnosis, the tests may produce false negatives. Moreover, under the pandemic situation, shortage of RT-PCR testing resources may also delay the following clinical decision and treatment. Under such circumstances, chest CT imaging has become a valuable tool for both diagnosis and prognosis of COVID-19 patients. In this study, we propose a weakly supervised deep learning strategy for detecting and classifying COVID-19 infection from CT images. The proposed method can minimise the requirements of manual labelling of CT images but still be able to obtain accurate infection detection and distinguish COVID-19 from non-COVID-19 cases. Based on the promising results obtained qualitatively and quantitatively, we can envisage a wide deployment of our developed technique in large-scale clinical studies.",2020-04-14,"Hu, Shaoping; Gao, Yuan; Niu, Zhangming; Jiang, Yinghui; Li, Lao; Xiao, Xianglu; Wang, Minhao; Fang, Evandro Fei; Menpes-Smith, Wade; Xia, Jun; Ye, Hui; Yang, Guang",,,,2004.06689,document_parses/pdf_json/003d2e515e1aaf06f0052769953e861ed8e56608.json,,https://arxiv.org/pdf/2004.06689v1.pdf,215754552.0,False,True,False,AI
105362,dy7qnrrc,4e4b571d016c3dab2887347bba58abd52171ba43,arxiv,Twitter discussions and emotions about COVID-19 pandemic: a machine learning approach,,,,arxiv,"The objective of the study is to examine coronavirus disease (COVID-19) related discussions, concerns, and sentiments that emerged from tweets posted by Twitter users. We analyze 4 million Twitter messages related to the COVID-19 pandemic using a list of 25 hashtags such as""coronavirus,""""COVID-19,""""quarantine""from March 1 to April 21 in 2020. We use a machine learning approach, Latent Dirichlet Allocation (LDA), to identify popular unigram, bigrams, salient topics and themes, and sentiments in the collected Tweets. Popular unigrams include""virus,""""lockdown,""and""quarantine.""Popular bigrams include""COVID-19,""""stay home,""""corona virus,""""social distancing,""and""new cases.""We identify 13 discussion topics and categorize them into five different themes, such as""public health measures to slow the spread of COVID-19,""""social stigma associated with COVID-19,""""coronavirus news cases and deaths,""""COVID-19 in the United States,""and""coronavirus cases in the rest of the world"". Across all identified topics, the dominant sentiments for the spread of coronavirus are anticipation that measures that can be taken, followed by a mixed feeling of trust, anger, and fear for different topics. The public reveals a significant feeling of fear when they discuss the coronavirus new cases and deaths than other topics. The study shows that Twitter data and machine learning approaches can be leveraged for infodemiology study by studying the evolving public discussions and sentiments during the COVID-19. Real-time monitoring and assessment of the Twitter discussion and concerns can be promising for public health emergency responses and planning. Already emerged pandemic fear, stigma, and mental health concerns may continue to influence public trust when there occurs a second wave of COVID-19 or a new surge of the imminent pandemic.",2020-05-26,"Xue, Jia; Chen, Junxiang; Hu, Ran; Chen, Chen; Zheng, ChengDa; Liu, Xiaoqian; Zhu, Tingshao",,,,2005.12830,document_parses/pdf_json/4e4b571d016c3dab2887347bba58abd52171ba43.json,,https://arxiv.org/pdf/2005.12830v2.pdf,219955648.0,False,True,False,AI
105421,ql1tthyr,4f613f2e7af41cfe3b352cc8dadbf1a76daceb68,arxiv,E-Quarantine: A Smart Health System for Monitoring Coronavirus Patients for Remotely Quarantine,,,,arxiv,"Coronavirus becomes officially a global pandemic due to the speed spreading off in various countries. An increasing number of infected with this disease causes the Inability problem to fully care in hospitals and afflict many doctors and nurses inside the hospitals. This paper proposes a smart health system that monitors the patients holding the Coronavirus remotely. Due to protect the lives of the health services members (like physicians and nurses) from infection. This smart system observes the people with this disease based on putting many sensors to record many features of their patients in every second. These parameters include measuring the patient's temperature, respiratory rate, pulse rate, blood pressure, and time. The proposed system saves lives and improves making decisions in dangerous cases. It proposes using artificial intelligence and Internet-of-things to make remotely quarantine and develop decisions in various situations. It provides monitoring patients remotely and guarantees giving patients medicines and getting complete health care without anyone getting sick with this disease. It targets two people's slides the most serious medical conditions and infection and the lowest serious medical conditions in their houses. Observing in hospitals for the most serious medical cases that cause infection in thousands of healthcare members so there is a big need to uses it. Other less serious patients slide, this system enables physicians to monitor patients and get the healthcare from patient's houses to save places for the critical cases in hospitals.",2020-05-05,"El-Din, Doaa Mohey; Hassanein, Aboul Ella; Hassanien, Ehab E.; Hussein, Walaa M.E.",,,,2005.04187,document_parses/pdf_json/4f613f2e7af41cfe3b352cc8dadbf1a76daceb68.json,,https://arxiv.org/pdf/2005.04187v1.pdf,218571241.0,False,True,False,AI
105545,ea9crj9w,bfea3856cb404fb81e1028bed5f522c389ae0f2e,arxiv,AraNet: A Deep Learning Toolkit for Arabic Social Media,,,,arxiv,"We describe AraNet, a collection of deep learning Arabic social media processing tools. Namely, we exploit an extensive host of publicly available and novel social media datasets to train bidirectional encoders from transformer models (BERT) to predict age, dialect, gender, emotion, irony, and sentiment. AraNet delivers state-of-the-art performance on a number of the cited tasks and competitively on others. In addition, AraNet has the advantage of being exclusively based on a deep learning framework and hence feature engineering free. To the best of our knowledge, AraNet is the first to performs predictions across such a wide range of tasks for Arabic NLP and thus meets a critical needs. We publicly release AraNet to accelerate research and facilitate comparisons across the different tasks.",2019-12-30,"Abdul-Mageed, Muhammad; Zhang, Chiyu; Hashemi, Azadeh; Nagoudi, El Moatez Billah",,,,1912.13072,document_parses/pdf_json/bfea3856cb404fb81e1028bed5f522c389ae0f2e.json,,https://arxiv.org/pdf/1912.13072v2.pdf,209516390.0,False,True,False,AI
105666,0l1ktd23,3209c1ef66fae7f4fd86055983b4dba42c44c976,arxiv,An Uncertainty-aware Transfer Learning-based Framework for Covid-19 Diagnosis,,,,arxiv,"The early and reliable detection of COVID-19 infected patients is essential to prevent and limit its outbreak. The PCR tests for COVID-19 detection are not available in many countries and also there are genuine concerns about their reliability and performance. Motivated by these shortcomings, this paper proposes a deep uncertainty-aware transfer learning framework for COVID-19 detection using medical images. Four popular convolutional neural networks (CNNs) including VGG16, ResNet50, DenseNet121, and InceptionResNetV2 are first applied to extract deep features from chest X-ray and computed tomography (CT) images. Extracted features are then processed by different machine learning and statistical modelling techniques to identify COVID-19 cases. We also calculate and report the epistemic uncertainty of classification results to identify regions where the trained models are not confident about their decisions (out of distribution problem). Comprehensive simulation results for X-ray and CT image datasets indicate that linear support vector machine and neural network models achieve the best results as measured by accuracy, sensitivity, specificity, and AUC. Also it is found that predictive uncertainty estimates are much higher for CT images compared to X-ray images.",2020-07-26,"Jokandan, Afshar Shamsi; Asgharnezhad, Hamzeh; Jokandan, Shirin Shamsi; Khosravi, Abbas; M.Kebria, Parham; Nahavandi, Darius; Nahavandi, Saeid; Srinivasan, Dipti",,,,2007.14846,document_parses/pdf_json/3209c1ef66fae7f4fd86055983b4dba42c44c976.json,,https://arxiv.org/pdf/2007.14846v1.pdf,220845561.0,False,True,False,AI
106366,9qnly3um,6a4e6930616f277b66558a484ae76e7224b39e2d,arxiv,Multi-Objective Neural Architecture Search Based on Diverse Structures and Adaptive Recommendation,,,,arxiv,"The search space of neural architecture search (NAS) for convolutional neural network (CNN) is huge. To reduce searching cost, most NAS algorithms use fixed outer network level structure, and search the repeatable cell structure only. Such kind of fixed architecture performs well when enough cells and channels are used. However, when the architecture becomes more lightweight, the performance decreases significantly. To obtain better lightweight architectures, more flexible and diversified neural architectures are in demand, and more efficient methods should be designed for larger search space. Motivated by this, we propose MoARR algorithm, which utilizes the existing research results and historical information to quickly find architectures that are both lightweight and accurate. We use the discovered high-performance cells to construct network architectures. This method increases the network architecture diversity while also reduces the search space of cell structure design. In addition, we designs a novel multi-objective method to effectively analyze the historical evaluation information, so as to efficiently search for the Pareto optimal architectures with high accuracy and small parameter number. Experimental results show that our MoARR can achieve a powerful and lightweight model (with 1.9% error rate and 2.3M parameters) on CIFAR-10 in 6 GPU hours, which is better than the state-of-the-arts. The explored architecture is transferable to ImageNet and achieves 76.0% top-1 accuracy with 4.9M parameters.",2020-07-06,"Wang, Chunnan; Wang, Hongzhi; Feng, Guocheng; Geng, Fei",,,,2007.02749,document_parses/pdf_json/6a4e6930616f277b66558a484ae76e7224b39e2d.json,,https://arxiv.org/pdf/2007.02749v1.pdf,220363795.0,False,True,False,AI
106443,8tq08b4d,aa339dc08635486396623300d7ab64d1c8d632f6,arxiv,Fast Graph Attention Networks Using Effective Resistance Based Graph Sparsification,,,,arxiv,"The attention mechanism has demonstrated superior performance for inference over nodes in graph neural networks (GNNs), however, they result in a high computational burden during both training and inference. We propose FastGAT, a method to make attention based GNNs lightweight by using spectral sparsification to generate an optimal pruning of the input graph. This results in a per-epoch time that is almost linear in the number of graph nodes as opposed to quadratic. Further, we provide a re-formulation of a specific attention based GNN, Graph Attention Network (GAT) that interprets it as a graph convolution method using the random walk normalized graph Laplacian. Using this framework, we theoretically prove that spectral sparsification preserves the features computed by the GAT model, thereby justifying our FastGAT algorithm. We experimentally evaluate FastGAT on several large real world graph datasets for node classification tasks, FastGAT can dramatically reduce (up to 10x) the computational time and memory requirements, allowing the usage of attention based GNNs on large graphs.",2020-06-15,"Srinivasa, Rakshith S; Xiao, Cao; Glass, Lucas; Romberg, Justin; Sun, Jimeng",,,,2006.08796,document_parses/pdf_json/aa339dc08635486396623300d7ab64d1c8d632f6.json,,https://arxiv.org/pdf/2006.08796v2.pdf,219708407.0,False,True,False,AI
106539,36ni2tar,,arxiv,Graph Neural Network Based Coarse-Grained Mapping Prediction,,,,arxiv,"The selection of coarse-grained (CG) mapping operators is a critical step for CG molecular dynamics (MD) simulation. It is still an open question about what is optimal for this choice and there is a need for theory. The current state-of-the art method is mapping operators manually selected by experts. In this work, we demonstrate an automated approach by viewing this problem as supervised learning where we seek to reproduce the mapping operators produced by experts. We present a graph neural network based CG mapping predictor called DEEP SUPERVISED GRAPH PARTITIONING MODEL(DSGPM) that treats mapping operators as a graph segmentation problem. DSGPM is trained on a novel dataset, Human-annotated Mappings (HAM), consisting of 1,206 molecules with expert annotated mapping operators. HAM can be used to facilitate further research in this area. Our model uses a novel metric learning objective to produce high-quality atomic features that are used in spectral clustering. The results show that the DSGPM outperforms state-of-the-art methods in the field of graph segmentation. Finally, we find that predicted CG mapping operators indeed result in good CG MD models when used in simulation.",2020-06-24,"Li, Zhiheng; Wellawatte, Geemi P.; Chakraborty, Maghesree; Gandhi, Heta A.; Xu, Chenliang; White, Andrew D.",,,,2007.04921,,,https://arxiv.org/pdf/2007.04921v2.pdf,220424699.0,False,True,False,AI
106562,zju2cscs,,arxiv,Measuring Human and Economic Activity from Satellite Imagery to Support City-Scale Decision-Making during COVID-19 Pandemic,,,,arxiv,"The COVID-19 outbreak forced governments worldwide to impose lockdowns and quarantines to prevent virus transmission. As a consequence, there are disruptions in human and economic activities all over the globe. The recovery process is also expected to be rough. Economic activities impact social behaviors, which leave signatures in satellite images that can be automatically detected and classified. Satellite imagery can support the decision-making of analysts and policymakers by providing a different kind of visibility into the unfolding economic changes. In this work, we use a deep learning approach that combines strategic location sampling and an ensemble of lightweight convolutional neural networks (CNNs) to recognize specific elements in satellite images that could be used to compute economic indicators based on it, automatically. This CNN ensemble framework ranked third place in the US Department of Defense xView challenge, the most advanced benchmark for object detection in satellite images. We show the potential of our framework for temporal analysis using the US IARPA Function Map of the World (fMoW) dataset. We also show results on real examples of different sites before and after the COVID-19 outbreak to demonstrate possibilities. Our code and high-resolution aerial scenes before and after the outbreak, with associated annotations, are available at https://github.com/maups/covid19-satellite-analysis",2020-04-16,"Minetto, Rodrigo; Segundo, Mauricio Pamplona; Rotich, Gilbert; Sarkar, Sudeep",,,,2004.07438,,,https://arxiv.org/pdf/2004.07438v2.pdf,215786072.0,False,True,False,AI
106753,eipaer60,,arxiv,Adaptive County Level COVID-19 Forecast Models: Analysis and Improvement,,,,arxiv,"Accurately forecasting county level COVID-19 confirmed cases is crucial to optimizing medical resources. Forecasting emerging outbreaks pose a particular challenge because many existing forecasting techniques learn from historical seasons trends. Recurrent neural networks (RNNs) with LSTM-based cells are a logical choice of model due to their ability to learn temporal dynamics. In this paper, we adapt the state and county level influenza model, TDEFSI-LONLY, proposed in Wang et a. [l2020] to national and county level COVID-19 data. We show that this model poorly forecasts the current pandemic. We analyze the two week ahead forecasting capabilities of the TDEFSI-LONLY model with combinations of regularization techniques. Effective training of the TDEFSI-LONLY model requires data augmentation, to overcome this challenge we utilize an SEIR model and present an inter-county mixing extension to this model to simulate sufficient training data. Further, we propose an alternate forecast model, {\it County Level Epidemiological Inference Recurrent Network} (\alg{}) that trains an LSTM backbone on national confirmed cases to learn a low dimensional time pattern and utilizes a time distributed dense layer to learn individual county confirmed case changes each day for a two weeks forecast. We show that the best, worst, and median state forecasts made using CLEIR-Net model are respectively New York, South Carolina, and Montana.",2020-06-16,"Doe, Stewart W; Seekins, Tyler Russell; Fitzpatrick, David; Blanchard, Dawsin; Sekeh, Salimeh Yasaei",,,,2006.12617,,,https://arxiv.org/pdf/2006.12617v2.pdf,219980503.0,False,True,False,AI
106785,228t4ymc,0ed0aa14f4f0ff9e18a30c12229948ed8df80c30,arxiv,Differential Replication in Machine Learning,,,,arxiv,"When deployed in the wild, machine learning models are usually confronted with data and requirements that constantly vary, either because of changes in the generating distribution or because external constraints change the environment where the model operates. To survive in such an ecosystem, machine learning models need to adapt to new conditions by evolving over time. The idea of model adaptability has been studied from different perspectives. In this paper, we propose a solution based on reusing the knowledge acquired by the already deployed machine learning models and leveraging it to train future generations. This is the idea behind differential replication of machine learning models.",2020-07-15,"Unceta, Irene; Nin, Jordi; Pujol, Oriol",,,,2007.07981,document_parses/pdf_json/0ed0aa14f4f0ff9e18a30c12229948ed8df80c30.json,,https://arxiv.org/pdf/2007.07981v1.pdf,220546204.0,False,True,False,AI
106841,c8xit4tf,6e8eeb2ef4c6855af75d9ed14c9f295b087523ad,arxiv,Predictive Analysis of COVID-19 Time-series Data from Johns Hopkins University,,,,arxiv,"We provide a predictive analysis of the spread of COVID-19, also known as SARS-CoV-2, using the dataset made publicly available online by the Johns Hopkins University. Our main objective is to provide predictions of the number of infected people for different countries in the next 14 days. The predictive analysis is done using time-series data transformed on a logarithmic scale. We use two well-known methods for prediction: polynomial regression and neural network. As the number of training data for each country is limited, we use a single-layer neural network called the extreme learning machine (ELM) to avoid over-fitting. Due to the non-stationary nature of the time-series, a sliding window approach is used to provide a more accurate prediction.",2020-05-07,"Javid, Alireza M.; Liang, Xinyue; Venkitaraman, Arun; Chatterjee, Saikat",,,,2005.05060,document_parses/pdf_json/6e8eeb2ef4c6855af75d9ed14c9f295b087523ad.json,,https://arxiv.org/pdf/2005.05060v3.pdf,218581855.0,False,True,False,AI
106965,e3pzcgry,,arxiv,Coronavirus Knowledge Graph: A Case Study,,,,arxiv,"The emergence of the novel COVID-19 pandemic has had a significant impact on global healthcare and the economy over the past few months. The virus's rapid widespread has led to a proliferation in biomedical research addressing the pandemic and its related topics. One of the essential Knowledge Discovery tools that could help the biomedical research community understand and eventually find a cure for COVID-19 are Knowledge Graphs. The CORD-19 dataset is a collection of publicly available full-text research articles that have been recently published on COVID-19 and coronavirus topics. Here, we use several Machine Learning, Deep Learning, and Knowledge Graph construction and mining techniques to formalize and extract insights from the PubMed dataset and the CORD-19 dataset to identify COVID-19 related experts and bio-entities. Besides, we suggest possible techniques to predict related diseases, drug candidates, gene, gene mutations, and related compounds as part of a systematic effort to apply Knowledge Discovery methods to help biomedical researchers tackle the pandemic.",2020-07-04,"Chen, Chongyan; Ebeid, Islam Akef; Bu, Yi; Ding, Ying",,,,2007.10287,,,https://arxiv.org/pdf/2007.10287v1.pdf,220378646.0,False,True,False,AI
107042,l3a5ks19,3006935f138ba3430ed693ba4b9266f8f559dd27,arxiv,Adaptive Feature Selection Guided Deep Forest for COVID-19 Classification with Chest CT,,,,arxiv,"Chest computed tomography (CT) becomes an effective tool to assist the diagnosis of coronavirus disease-19 (COVID-19). Due to the outbreak of COVID-19 worldwide, using the computed-aided diagnosis technique for COVID-19 classification based on CT images could largely alleviate the burden of clinicians. In this paper, we propose an Adaptive Feature Selection guided Deep Forest (AFS-DF) for COVID-19 classification based on chest CT images. Specifically, we first extract location-specific features from CT images. Then, in order to capture the high-level representation of these features with the relatively small-scale data, we leverage a deep forest model to learn high-level representation of the features. Moreover, we propose a feature selection method based on the trained deep forest model to reduce the redundancy of features, where the feature selection could be adaptively incorporated with the COVID-19 classification model. We evaluated our proposed AFS-DF on COVID-19 dataset with 1495 patients of COVID-19 and 1027 patients of community acquired pneumonia (CAP). The accuracy (ACC), sensitivity (SEN), specificity (SPE) and AUC achieved by our method are 91.79%, 93.05%, 89.95% and 96.35%, respectively. Experimental results on the COVID-19 dataset suggest that the proposed AFS-DF achieves superior performance in COVID-19 vs. CAP classification, compared with 4 widely used machine learning methods.",2020-05-07,"Sun, Liang; Mo, Zhanhao; Yan, Fuhua; Xia, Liming; Shan, Fei; Ding, Zhongxiang; Shao, Wei; Shi, Feng; Yuan, Huan; Jiang, Huiting; Wu, Dijia; Wei, Ying; Gao, Yaozong; Gao, Wanchun; Sui, He; Zhang, Daoqiang; Shen, Dinggang",,,,2005.03264,document_parses/pdf_json/3006935f138ba3430ed693ba4b9266f8f559dd27.json,,https://arxiv.org/pdf/2005.03264v1.pdf,218537921.0,False,True,False,AI
107084,q7jv2yns,,arxiv,FedNAS: Federated Deep Learning via Neural Architecture Search,,,,arxiv,"Federated Learning (FL) has been proved to be an effective learning framework when data cannot be centralized due to privacy, communication costs, and regulatory restrictions. When training deep learning models under an FL setting, people employ the predefined model architecture discovered in the centralized environment. However, this predefined architecture may not be the optimal choice because it may not fit data with non-identical and independent distribution (non-IID). Thus, we advocate automating federated learning (AutoFL) to improve model accuracy and reduce the manual design effort. We specifically study AutoFL via Neural Architecture Search (NAS), which can automate the design process. We propose a Federated NAS (FedNAS) algorithm to help scattered workers collaboratively searching for a better architecture with higher accuracy. We also build a system based on FedNAS. Our experiments on non-IID dataset show that the architecture searched by FedNAS can outperform the manually predefined architecture.",2020-04-18,"He, Chaoyang; Annavaram, Murali; Avestimehr, Salman",,,,2004.08546,,,https://arxiv.org/pdf/2004.08546v2.pdf,215828495.0,False,True,False,AI
107518,4v0zlcn5,,arxiv,Epidemiologically and Socio-economically Optimal Policies via Bayesian Optimization,,,,arxiv,"Mass public quarantining, colloquially known as a lock-down, is a non-pharmaceutical intervention to check spread of disease. This paper presents ESOP (Epidemiologically and Socio-economically Optimal Policies), a novel application of active machine learning techniques using Bayesian optimization, that interacts with an epidemiological model to arrive at lock-down schedules that optimally balance public health benefits and socio-economic downsides of reduced economic activity during lock-down periods. The utility of ESOP is demonstrated using case studies with VIPER (Virus-Individual-Policy-EnviRonment), a stochastic agent-based simulator that this paper also proposes. However, ESOP is flexible enough to interact with arbitrary epidemiological simulators in a black-box manner, and produce schedules that involve multiple phases of lock-downs.",2020-05-22,"Chandak, Amit; Dey, Debojyoti; Mukhoty, Bhaskar; Kar, Purushottam",,,,2005.11257,,,https://arxiv.org/pdf/2005.11257v2.pdf,218863043.0,False,True,False,AI
108109,s6wmq3mz,,arxiv,Towards an Effective and Efficient Deep Learning Model for COVID-19 Patterns Detection in X-ray Images,,,,arxiv,"Confronting the pandemic of COVID-19, is nowadays one of the most prominent challenges of the human species. A key factor in slowing down the virus propagation is the rapid diagnosis and isolation of infected patients. The standard method for COVID-19 identification, the Reverse transcription polymerase chain reaction method, is time-consuming and in short supply due to the pandemic. Thus, researchers have been looking for alternative screening methods and deep learning applied to chest X-rays of patients has been showing promising results. Despite their success, the computational cost of these methods remains high, which imposes difficulties to their accessibility and availability. Thus, the main goal of this work is to propose an accurate yet efficient method in terms of memory and processing time for the problem of COVID-19 screening in chest X-rays. Methods: To achieve the defined objective we exploit and extend the EfficientNet family of deep artificial neural networks which are known for their high accuracy and low footprints in other applications. We also exploit the underlying taxonomy of the problem with a hierarchical classifier. A dataset of 13,569 X-ray images divided into healthy, non-COVID-19 pneumonia, and COVID-19 patients is used to train the proposed approaches and other 5 competing architectures. Finally, 231 images of the three classes were used to assess the quality of the methods. Results: The results show that the proposed approach was able to produce a high-quality model, with an overall accuracy of 93.9%, COVID-19, sensitivity of 96.8% and positive prediction of 100%, while having from 5 to 30 times fewer parameters than other than the other tested architectures. Larger and more heterogeneous databases are still needed for validation before claiming that deep learning can assist physicians in the task of detecting COVID-19 in X-ray images.",2020-04-12,"Luz, Eduardo; Silva, Pedro Lopes; Silva, Rodrigo; Silva, Ludmila; Moreira, Gladston; Menotti, David",,,,2004.05717,,,https://arxiv.org/pdf/2004.05717v4.pdf,216562368.0,False,True,False,AI
108123,1sr46yd1,2d5829f085b55c7a5ea7878ffec44dcbe40188f2,arxiv,Landmark Guidance Independent Spatio-channel Attention and Complementary Context Information based Facial Expression Recognition,,,,arxiv,"A recent trend to recognize facial expressions in the real-world scenario is to deploy attention based convolutional neural networks (CNNs) locally to signify the importance of facial regions and, combine it with global facial features and/or other complementary context information for performance gain. However, in the presence of occlusions and pose variations, different channels respond differently, and further that the response intensity of a channel differ across spatial locations. Also, modern facial expression recognition(FER) architectures rely on external sources like landmark detectors for defining attention. Failure of landmark detector will have a cascading effect on FER. Additionally, there is no emphasis laid on the relevance of features that are input to compute complementary context information. Leveraging on the aforementioned observations, an end-to-end architecture for FER is proposed in this work that obtains both local and global attention per channel per spatial location through a novel spatio-channel attention net (SCAN), without seeking any information from the landmark detectors. SCAN is complemented by a complementary context information (CCI) branch. Further, using efficient channel attention (ECA), the relevance of features input to CCI is also attended to. The representation learnt by the proposed architecture is robust to occlusions and pose variations. Robustness and superior performance of the proposed model is demonstrated on both in-lab and in-the-wild datasets (AffectNet, FERPlus, RAF-DB, FED-RO, SFEW, CK+, Oulu-CASIA and JAFFE) along with a couple of constructed face mask datasets resembling masked faces in COVID-19 scenario. Codes are publicly available at https://github.com/1980x/SCAN-CCI-FER",2020-07-20,"Gera, Darshan; Balasubramanian, S",,,,2007.10298,document_parses/pdf_json/2d5829f085b55c7a5ea7878ffec44dcbe40188f2.json,,https://arxiv.org/pdf/2007.10298v2.pdf,220647414.0,False,True,False,AI
